dataset,node,direction,entropy
slashdot090221,13341,in,0.5435644431995964
slashdot090221,13342,out,0.0
slashdot090221,13342,in,0.0
slashdot090221,13343,out,0.0
slashdot090221,13343,in,0.0
slashdot090221,13344,out,0.9957274520849255
slashdot090221,13344,in,0.7219280948873623
slashdot090221,13345,out,0.0
slashdot090221,13345,in,0.0
slashdot090221,13347,out,0.5435644431995964
slashdot090221,13347,in,0.0
slashdot090221,13348,out,0.0
slashdot090221,13348,in,0.9023932827949788
slashdot090221,13349,out,0.9910760598382222
slashdot090221,13349,in,0.7219280948873623
slashdot090221,13350,out,0.9182958340544896
slashdot090221,13350,in,0.3227569588973983
slashdot090221,13351,out,0.9456603046006401
slashdot090221,13351,in,0.9182958340544896
slashdot090221,13355,out,0.2667649878030259
slashdot090221,13355,in,0.8366407419411672
slashdot090221,13357,out,1.0
slashdot090221,13357,in,0.0
slashdot090221,13360,out,0.0
slashdot090221,13360,in,0.0
slashdot090221,13361,out,0.0
slashdot090221,13361,in,0.0
slashdot090221,13362,out,0.9309350721504901
slashdot090221,13362,in,0.6840384356390417
slashdot090221,13363,out,0.0
slashdot090221,13363,in,0.0
slashdot090221,13364,out,0.9575534837147482
slashdot090221,13364,in,0.9182958340544896
slashdot090221,13367,out,0.0
slashdot090221,13367,in,0.8960382325345574
slashdot090221,13369,out,0.0
slashdot090221,13369,in,0.0
slashdot090221,13370,out,0.20062232431271465
slashdot090221,13370,in,0.0
slashdot090221,13371,out,0.5830194167347008
slashdot090221,13371,in,0.9709505944546686
slashdot090221,13373,out,0.9975977315497319
slashdot090221,13373,in,0.0
slashdot090221,13374,out,0.0
slashdot090221,13374,in,0.0
slashdot090221,13377,out,0.0
slashdot090221,13377,in,0.0
slashdot090221,13379,out,0.0
slashdot090221,13379,in,0.0
slashdot090221,13382,out,0.0
slashdot090221,13382,in,0.0
slashdot090221,13384,out,0.9182958340544896
slashdot090221,13384,in,0.41381685030363385
slashdot090221,13387,out,0.0
slashdot090221,13387,in,0.0
slashdot090221,13389,out,0.0
slashdot090221,13389,in,0.0
slashdot090221,13393,out,0.0
slashdot090221,13393,in,0.0
slashdot090221,13395,out,0.6136190195993707
slashdot090221,13395,in,0.74959525725948
slashdot090221,13396,out,0.2890794597316466
slashdot090221,13396,in,0.4689955935892811
slashdot090221,13397,out,0.5736665363828041
slashdot090221,13397,in,0.0
slashdot090221,13398,out,0.9798687566511528
slashdot090221,13398,in,0.4689955935892811
slashdot090221,13400,out,0.0
slashdot090221,13400,in,0.6193821946787638
slashdot090221,13402,out,0.8453509366224364
slashdot090221,13402,in,0.9709505944546686
slashdot090221,13405,out,0.09694460606247293
slashdot090221,13405,in,0.0
slashdot090221,13406,out,0.6500224216483541
slashdot090221,13406,in,0.9182958340544896
slashdot090221,13410,out,0.0
slashdot090221,13410,in,0.9321115676166747
slashdot090221,13411,out,0.0
slashdot090221,13411,in,0.8112781244591328
slashdot090221,13412,out,0.0
slashdot090221,13412,in,0.2285381439535282
slashdot090221,13414,out,0.0
slashdot090221,13414,in,0.9852281360342515
slashdot090221,13415,out,0.0
slashdot090221,13415,in,0.863120568566631
slashdot090221,13416,out,0.35077711767807884
slashdot090221,13416,in,0.7062740891876007
slashdot090221,13417,out,0.18512476010054574
slashdot090221,13417,in,0.0
slashdot090221,13418,out,0.0
slashdot090221,13418,in,0.0
slashdot090221,13419,out,0.0
slashdot090221,13419,in,0.0
slashdot090221,13420,out,0.6193821946787638
slashdot090221,13420,in,0.4394969869215134
slashdot090221,13421,out,0.0
slashdot090221,13421,in,0.8453509366224364
slashdot090221,13422,out,0.0
slashdot090221,13422,in,0.9709505944546686
slashdot090221,13424,out,0.36205125173399805
slashdot090221,13424,in,0.0
slashdot090221,13426,out,0.6609623351442084
slashdot090221,13426,in,0.0
slashdot090221,13427,out,0.0
slashdot090221,13427,in,0.0
slashdot090221,13429,out,0.3095434291503253
slashdot090221,13429,in,0.2974722489192898
slashdot090221,13430,out,0.5435644431995964
slashdot090221,13430,in,0.0
slashdot090221,13431,out,0.0
slashdot090221,13431,in,0.0
slashdot090221,13432,out,0.0
slashdot090221,13432,in,0.9366673818775626
slashdot090221,13433,out,1.0
slashdot090221,13433,in,0.0
slashdot090221,13434,out,0.9946937953613058
slashdot090221,13434,in,0.8739810481273578
slashdot090221,13435,out,0.0
slashdot090221,13435,in,0.7219280948873623
slashdot090221,13436,out,0.804717519321077
slashdot090221,13436,in,0.4689955935892811
slashdot090221,13437,out,0.23957527097249579
slashdot090221,13437,in,0.0
slashdot090221,13438,out,0.8504739449077229
slashdot090221,13438,in,0.0
slashdot090221,13439,out,0.8997437586982626
slashdot090221,13439,in,0.6500224216483541
slashdot090221,13440,out,0.3095434291503253
slashdot090221,13440,in,0.0
slashdot090221,13441,out,0.0
slashdot090221,13441,in,0.8453509366224364
slashdot090221,13442,out,0.0
slashdot090221,13442,in,0.0
slashdot090221,13443,out,0.5032583347756459
slashdot090221,13443,in,0.7642045065086203
slashdot090221,13444,out,0.0
slashdot090221,13444,in,0.0
slashdot090221,13445,out,0.4689955935892811
slashdot090221,13445,in,0.0
slashdot090221,13448,out,0.0
slashdot090221,13448,in,0.0
slashdot090221,13449,out,0.0
slashdot090221,13449,in,0.0
slashdot090221,13450,out,0.8453509366224364
slashdot090221,13450,in,0.3912435636292555
slashdot090221,13453,out,0.898058793450166
slashdot090221,13453,in,0.0
slashdot090221,13454,out,0.0
slashdot090221,13454,in,0.0
slashdot090221,13455,out,0.0
slashdot090221,13455,in,0.0
slashdot090221,13459,out,0.0
slashdot090221,13459,in,0.0
slashdot090221,13462,out,0.0
slashdot090221,13462,in,0.0
slashdot090221,13463,out,0.0
slashdot090221,13463,in,0.0
slashdot090221,13466,out,0.21357981533827738
slashdot090221,13466,in,0.5435644431995964
slashdot090221,13467,out,0.0
slashdot090221,13467,in,0.0
slashdot090221,13469,out,0.0
slashdot090221,13469,in,0.9852281360342515
slashdot090221,13470,out,0.0
slashdot090221,13470,in,0.0
slashdot090221,13472,out,0.0
slashdot090221,13472,in,0.0
slashdot090221,13473,out,0.0
slashdot090221,13473,in,0.4394969869215134
slashdot090221,13474,out,0.0
slashdot090221,13474,in,0.0
slashdot090221,13476,out,0.0
slashdot090221,13476,in,0.0
slashdot090221,13478,out,0.0
slashdot090221,13478,in,0.0
slashdot090221,13480,out,0.9182958340544896
slashdot090221,13480,in,0.0
slashdot090221,13481,out,0.0
slashdot090221,13481,in,0.0
slashdot090221,13483,out,0.0
slashdot090221,13483,in,0.0
slashdot090221,13484,out,0.0
slashdot090221,13484,in,0.0
slashdot090221,13487,out,0.0
slashdot090221,13487,in,0.5665095065529052
slashdot090221,13489,out,0.9182958340544896
slashdot090221,13489,in,0.0
slashdot090221,13492,out,0.893262920915472
slashdot090221,13492,in,0.954434002924965
slashdot090221,13493,out,0.0
slashdot090221,13493,in,0.0
slashdot090221,13494,out,0.0
slashdot090221,13494,in,0.6500224216483541
slashdot090221,13495,out,0.2608629096472068
slashdot090221,13495,in,0.954434002924965
slashdot090221,13497,out,0.0
slashdot090221,13497,in,0.0
slashdot090221,13498,out,0.0
slashdot090221,13498,in,1.0
slashdot090221,13499,out,0.0
slashdot090221,13499,in,0.9624127354629923
slashdot090221,13500,out,0.0
slashdot090221,13500,in,0.863120568566631
slashdot090221,13501,out,0.0
slashdot090221,13501,in,0.43275015878875406
slashdot090221,13502,out,0.0
slashdot090221,13502,in,0.9182958340544896
slashdot090221,13508,out,0.0
slashdot090221,13508,in,0.863120568566631
slashdot090221,13510,out,0.9967916319816366
slashdot090221,13510,in,0.8524051786494786
slashdot090221,13511,out,0.0
slashdot090221,13511,in,0.0
slashdot090221,13513,out,0.9811522341999133
slashdot090221,13513,in,0.3533593350214213
slashdot090221,13514,out,0.5916727785823275
slashdot090221,13514,in,0.7219280948873623
slashdot090221,13515,out,0.0
slashdot090221,13515,in,0.863120568566631
slashdot090221,13516,out,0.0
slashdot090221,13516,in,0.8812908992306927
slashdot090221,13519,out,0.9709505944546686
slashdot090221,13519,in,0.8812908992306927
slashdot090221,13526,out,0.3095434291503253
slashdot090221,13526,in,0.7382848661434506
slashdot090221,13527,out,0.7219280948873623
slashdot090221,13527,in,0.9709505944546686
slashdot090221,13528,out,0.2863969571159563
slashdot090221,13528,in,0.6500224216483541
slashdot090221,13529,out,1.0
slashdot090221,13529,in,0.7219280948873623
slashdot090221,13530,out,0.0
slashdot090221,13530,in,0.0
slashdot090221,13531,out,1.0
slashdot090221,13531,in,0.0
slashdot090221,13533,out,0.0
slashdot090221,13533,in,1.0
slashdot090221,13534,out,0.863120568566631
slashdot090221,13534,in,0.0
slashdot090221,13537,out,0.9709505944546686
slashdot090221,13537,in,0.9940302114769565
slashdot090221,13539,out,0.0
slashdot090221,13539,in,0.4689955935892811
slashdot090221,13544,out,0.9852281360342515
slashdot090221,13544,in,0.9910760598382222
slashdot090221,13546,out,0.0
slashdot090221,13546,in,0.0
slashdot090221,13548,out,0.0
slashdot090221,13548,in,0.0
slashdot090221,13549,out,0.2863969571159563
slashdot090221,13549,in,0.0
slashdot090221,13555,out,0.0
slashdot090221,13555,in,0.0
slashdot090221,13559,out,0.0
slashdot090221,13559,in,0.863120568566631
slashdot090221,13560,out,0.0
slashdot090221,13560,in,0.6500224216483541
slashdot090221,13561,out,0.0
slashdot090221,13561,in,0.7219280948873623
slashdot090221,13563,out,0.0
slashdot090221,13563,in,0.0
slashdot090221,13565,out,0.0
slashdot090221,13565,in,0.0
slashdot090221,13567,out,0.0
slashdot090221,13567,in,0.0
slashdot090221,13568,out,0.9182958340544896
slashdot090221,13568,in,0.0
slashdot090221,13570,out,0.0
slashdot090221,13570,in,1.0
slashdot090221,13574,out,0.0
slashdot090221,13574,in,0.0
slashdot090221,13575,out,0.0
slashdot090221,13575,in,0.0
slashdot090221,13576,out,0.0
slashdot090221,13576,in,0.0
slashdot090221,13577,out,0.0
slashdot090221,13577,in,0.9470622432515328
slashdot090221,13578,out,0.0
slashdot090221,13578,in,0.9709505944546686
slashdot090221,13580,out,0.0
slashdot090221,13580,in,0.0
slashdot090221,13582,out,0.0
slashdot090221,13582,in,0.0
slashdot090221,13584,out,0.0
slashdot090221,13584,in,0.9709505944546686
slashdot090221,13588,out,0.0
slashdot090221,13588,in,0.0
slashdot090221,13591,out,0.5916727785823275
slashdot090221,13591,in,0.0
slashdot090221,13592,out,0.9798687566511528
slashdot090221,13592,in,0.9426831892554922
slashdot090221,13594,out,0.0
slashdot090221,13594,in,0.0
slashdot090221,13595,out,0.0
slashdot090221,13595,in,0.0
slashdot090221,13596,out,0.0
slashdot090221,13596,in,0.0
slashdot090221,13598,out,0.0
slashdot090221,13598,in,0.5916727785823275
slashdot090221,13599,out,0.0
slashdot090221,13599,in,0.0
slashdot090221,13600,out,0.0
slashdot090221,13600,in,0.0
slashdot090221,13602,out,0.9852281360342515
slashdot090221,13602,in,0.0
slashdot090221,13603,out,0.0
slashdot090221,13603,in,0.0
slashdot090221,13604,out,0.12741851179235902
slashdot090221,13604,in,0.0
slashdot090221,13607,out,0.5665095065529052
slashdot090221,13607,in,0.0
slashdot090221,13609,out,0.0
slashdot090221,13609,in,0.5435644431995964
slashdot090221,13610,out,0.0
slashdot090221,13610,in,0.2667649878030259
slashdot090221,13612,out,0.8314743880097293
slashdot090221,13612,in,0.9043814577244937
slashdot090221,13614,out,0.0
slashdot090221,13614,in,0.8865408928220899
slashdot090221,13615,out,0.6602672790453542
slashdot090221,13615,in,0.5225593745369408
slashdot090221,13616,out,0.5916727785823275
slashdot090221,13616,in,0.8524051786494786
slashdot090221,13617,out,0.0
slashdot090221,13617,in,0.6500224216483541
slashdot090221,13619,out,0.9182958340544896
slashdot090221,13619,in,0.0
slashdot090221,13620,out,0.0
slashdot090221,13620,in,0.0
slashdot090221,13622,out,0.0
slashdot090221,13622,in,0.8812908992306927
slashdot090221,13623,out,0.0
slashdot090221,13623,in,0.8112781244591328
slashdot090221,13624,out,0.0
slashdot090221,13624,in,0.0
slashdot090221,13625,out,0.0
slashdot090221,13625,in,1.0
slashdot090221,13627,out,0.8453509366224364
slashdot090221,13627,in,0.0
slashdot090221,13628,out,0.0
slashdot090221,13628,in,0.5916727785823275
slashdot090221,13629,out,0.0
slashdot090221,13629,in,0.9182958340544896
slashdot090221,13632,out,0.0
slashdot090221,13632,in,0.5225593745369408
slashdot090221,13634,out,0.5665095065529052
slashdot090221,13634,in,0.9910760598382222
slashdot090221,13635,out,0.0
slashdot090221,13635,in,1.0
slashdot090221,13636,out,0.5032583347756459
slashdot090221,13636,in,0.0
slashdot090221,13637,out,0.0
slashdot090221,13637,in,0.9182958340544896
slashdot090221,13640,out,1.0
slashdot090221,13640,in,0.9182958340544896
slashdot090221,13641,out,0.0
slashdot090221,13641,in,0.9852281360342515
slashdot090221,13642,out,0.6500224216483541
slashdot090221,13642,in,0.6665783579949205
slashdot090221,13647,out,0.9182958340544896
slashdot090221,13647,in,0.9852281360342515
slashdot090221,13648,out,0.877629667374686
slashdot090221,13648,in,0.672294817075638
slashdot090221,13649,out,0.0
slashdot090221,13649,in,0.8112781244591328
slashdot090221,13650,out,0.0
slashdot090221,13650,in,0.0
slashdot090221,13651,out,0.0
slashdot090221,13651,in,0.0
slashdot090221,13654,out,0.0
slashdot090221,13654,in,0.0
slashdot090221,13655,out,0.964078764808229
slashdot090221,13655,in,0.5916727785823275
slashdot090221,13658,out,0.7219280948873623
slashdot090221,13658,in,0.863120568566631
slashdot090221,13660,out,0.0
slashdot090221,13660,in,0.0
slashdot090221,13663,out,0.0
slashdot090221,13663,in,0.8524051786494786
slashdot090221,13664,out,1.0
slashdot090221,13664,in,0.7871265862012691
slashdot090221,13669,out,0.0
slashdot090221,13669,in,0.41381685030363385
slashdot090221,13670,out,0.0
slashdot090221,13670,in,0.5665095065529052
slashdot090221,13672,out,0.9456603046006401
slashdot090221,13672,in,0.9967916319816366
slashdot090221,13679,out,0.0
slashdot090221,13679,in,0.0
slashdot090221,13683,out,0.0
slashdot090221,13683,in,0.5617526078313282
slashdot090221,13684,out,0.0
slashdot090221,13684,in,0.0
slashdot090221,13685,out,0.3912435636292555
slashdot090221,13685,in,0.40217919020227266
slashdot090221,13687,out,0.0
slashdot090221,13687,in,0.8812908992306927
slashdot090221,13688,out,0.21084230031853213
slashdot090221,13688,in,0.27619542764793925
slashdot090221,13689,out,0.0
slashdot090221,13689,in,0.0
slashdot090221,13691,out,0.0
slashdot090221,13691,in,0.8112781244591328
slashdot090221,13693,out,0.8366407419411672
slashdot090221,13693,in,0.9975025463691152
slashdot090221,13694,out,0.0
slashdot090221,13694,in,0.5586293734521992
slashdot090221,13695,out,0.9784493292686189
slashdot090221,13695,in,0.9182958340544896
slashdot090221,13696,out,0.9587118829771318
slashdot090221,13696,in,0.0
slashdot090221,13697,out,0.9182958340544896
slashdot090221,13697,in,0.0
slashdot090221,13698,out,0.24229218908241493
slashdot090221,13698,in,0.5293608652873644
slashdot090221,13699,out,0.0
slashdot090221,13699,in,0.8812908992306927
slashdot090221,13700,out,0.9182958340544896
slashdot090221,13700,in,0.8524051786494786
slashdot090221,13701,out,0.7642045065086203
slashdot090221,13701,in,0.8112781244591328
slashdot090221,13705,out,0.0
slashdot090221,13705,in,0.9182958340544896
slashdot090221,13710,out,0.0
slashdot090221,13710,in,0.9182958340544896
slashdot090221,13712,out,0.3533593350214213
slashdot090221,13712,in,0.0
slashdot090221,13716,out,0.0
slashdot090221,13716,in,1.0
slashdot090221,13717,out,0.0
slashdot090221,13717,in,0.0
slashdot090221,13720,out,0.0
slashdot090221,13720,in,0.0
slashdot090221,13721,out,0.0
slashdot090221,13721,in,0.0
slashdot090221,13722,out,0.0
slashdot090221,13722,in,0.0
slashdot090221,13724,out,0.0
slashdot090221,13724,in,0.0
slashdot090221,13726,out,0.0
slashdot090221,13726,in,0.0
slashdot090221,13727,out,0.0
slashdot090221,13727,in,0.0
slashdot090221,13730,out,0.0
slashdot090221,13730,in,0.2667649878030259
slashdot090221,13732,out,0.0
slashdot090221,13732,in,0.863120568566631
slashdot090221,13736,out,0.0
slashdot090221,13736,in,0.0
slashdot090221,13737,out,0.7642045065086203
slashdot090221,13737,in,0.6500224216483541
slashdot090221,13738,out,0.0
slashdot090221,13738,in,0.0
slashdot090221,13740,out,0.0
slashdot090221,13740,in,0.9910760598382222
slashdot090221,13745,out,0.0
slashdot090221,13745,in,0.0
slashdot090221,13746,out,0.7219280948873623
slashdot090221,13746,in,0.6962122601251458
slashdot090221,13747,out,0.5916727785823275
slashdot090221,13747,in,0.9182958340544896
slashdot090221,13748,out,0.905200296956048
slashdot090221,13748,in,0.6500224216483541
slashdot090221,13750,out,0.0
slashdot090221,13750,in,0.9252253278054431
slashdot090221,13751,out,0.8453509366224364
slashdot090221,13751,in,0.9760206482366149
slashdot090221,13754,out,0.863120568566631
slashdot090221,13754,in,0.9182958340544896
slashdot090221,13755,out,0.0
slashdot090221,13755,in,0.8812908992306927
slashdot090221,13756,out,0.0
slashdot090221,13756,in,0.0
slashdot090221,13761,out,0.0
slashdot090221,13761,in,0.0
